actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,actual_MLR,pred_MLR,error_MLR,lable,index
2.6,2.662,0.062,2.6,2.855,0.255,2.6,2.872,0.272,2.292,2.01,-0.282,CV,760
2.612,2.275,-0.337,2.612,1.833,-0.779,2.612,2.231,-0.381,2.441,2.32,-0.121,CV,761
1.97,2.139,0.169,1.97,1.684,-0.286,1.97,1.922,-0.048,1.913,1.83,-0.083,CV,762
2.08,2.654,0.574,2.08,1.953,-0.127,2.08,2.33,0.25,3.462,3.51,0.048,CV,763
3.02,2.898,-0.122,3.02,2.418,-0.602,3.02,3.1,0.08,2.794,3.07,0.276,CV,764
3.879,3.836,-0.043,3.879,2.704,-1.175,3.879,3.954,0.075,2.53,2.18,-0.35,CV,765
1.86,2.297,0.437,1.86,2.262,0.402,1.86,2.41,0.55,2.415,2.18,-0.235,CV,766
3.499,3.297,-0.202,3.499,3.23,-0.269,3.499,3.252,-0.247,2.877,3.18,0.303,CV,767
4.119,3.415,-0.704,4.119,3.638,-0.481,4.119,3.592,-0.527,3.336,2.7,-0.636,CV,768
2.128,2.082,-0.046,2.128,1.763,-0.365,2.128,2.334,0.206,4.64,3.8,-0.84,CV,769
3,3.633,0.633,3,2.667,-0.333,3,3.924,0.924,5.051,5,-0.051,CV,770
1.219,1.491,0.272,1.219,1.296,0.077,1.219,1.298,0.079,4.363,3.68,-0.683,CV,771
2.721,2.672,-0.049,2.721,1.863,-0.858,2.721,2.483,-0.238,2.228,1.67,-0.558,CV,772
1,1.506,0.506,1,0.631,-0.369,1,1.444,0.444,2.386,2.26,-0.126,CV,773
2.802,2.779,-0.023,2.802,2.516,-0.286,2.802,2.957,0.155,1.453,1,-0.453,CV,774
2.6,2.688,0.088,2.6,2.753,0.153,2.6,2.781,0.181,1.276,1.6,0.324,CV,775
1.8,2.289,0.489,1.8,1.786,-0.014,1.8,2.303,0.503,2.561,2.53,-0.031,CV,776
5.212,5.24,0.028,5.212,3.721,-1.491,5.212,5.126,-0.086,1.785,1.9,0.115,CV,777
2.247,1.792,-0.455,2.247,1.832,-0.415,2.247,1.866,-0.381,3.661,4.23,0.569,CV,778
1.74,2.447,0.707,1.74,2.165,0.425,1.74,2.342,0.602,2.816,3.31,0.494,CV,779
1.899,1.782,-0.117,1.899,1.663,-0.236,1.899,1.888,-0.011,3.184,4,0.816,CV,780
2.55,2.181,-0.369,2.55,1.961,-0.589,2.55,2.021,-0.529,4.557,5,0.443,CV,781
2.32,3.075,0.755,2.32,2.606,0.286,2.32,2.685,0.365,4.593,5,0.407,CV,782
1.49,1.999,0.509,1.49,1.786,0.296,1.49,2.059,0.569,5.3,5.86,0.56,CV,783
2.69,3.544,0.854,2.69,2.464,-0.226,2.69,3.19,0.5,2.31,2.11,-0.2,CV,784
3.15,3.138,-0.012,3.15,3.138,-0.012,3.15,3.052,-0.098,2.84,2.36,-0.48,CV,785
3.25,2.259,-0.991,3.25,2.752,-0.498,3.25,2.273,-0.977,3.179,2.63,-0.549,CV,786
1.818,1.827,0.009,1.818,1.5,-0.318,1.818,1.794,-0.024,3.118,3.6,0.482,CV,787
5.21,4.334,-0.876,5.21,4.702,-0.508,5.21,4.225,-0.985,0.287,2,1.713,CV,788
2.421,2.66,0.239,2.421,1.206,-1.215,2.421,2.94,0.519,2.866,2.778,-0.088,CV,789
2.079,2.684,0.605,2.079,2.443,0.364,2.079,2.975,0.896,1.745,1.892,0.147,CV,790
4.03,3.842,-0.188,4.03,2.683,-1.347,4.03,3.764,-0.266,2.654,3.02,0.366,CV,791
3.98,3.904,-0.076,3.98,3.122,-0.858,3.98,4.051,0.071,5.359,6.64,1.281,CV,792
0.99,2.315,1.325,0.99,2.437,1.447,0.99,2.416,1.426,4.542,4.88,0.338,CV,793
3.5,3.939,0.439,3.5,3.399,-0.101,3.5,3.759,0.259,4.552,4.92,0.368,CV,794
2.03,2.627,0.597,2.03,2.097,0.067,2.03,2.418,0.388,3.161,2.78,-0.381,CV,795
1.57,1.903,0.333,1.57,1.594,0.024,1.57,2.201,0.631,3.699,3.29,-0.409,CV,796
2.645,1.963,-0.682,2.645,1.651,-0.994,2.645,2.09,-0.555,3.673,5,1.327,CV,797
4.543,4.376,-0.167,4.543,3.122,-1.421,4.543,4.455,-0.088,2.522,2.911,0.389,CV,798
1.486,1.533,0.047,1.486,1.391,-0.095,1.486,1.612,0.126,2.574,3.096,0.522,CV,799
2.3,2.505,0.205,2.3,2.456,0.156,2.3,2.685,0.385,1.196,1.622,0.426,CV,800
3.33,3.892,0.562,3.33,3.679,0.349,3.33,3.71,0.38,1.464,2.008,0.544,CV,801
2.873,3.01,0.137,2.873,2.32,-0.553,2.873,2.921,0.048,1.395,1.567,0.172,CV,802
4.62,4.598,-0.022,4.62,4.28,-0.34,4.62,4.544,-0.076,1.049,0.985,-0.064,CV,803
3,2.956,-0.044,3,3.339,0.339,3,3.017,0.017,1.593,1.404,-0.189,CV,804
1.943,1.823,-0.12,1.943,1.708,-0.235,1.943,1.99,0.047,2.321,2.645,0.324,CV,805
3,3.066,0.066,3,2.474,-0.526,3,3.109,0.109,1.793,1.986,0.193,CV,806
3.3,4.008,0.708,3.3,3.806,0.506,3.3,3.878,0.578,1.696,1.807,0.111,CV,807
5.4,5.552,0.152,5.4,6.957,1.557,5.4,5.731,0.331,1.633,1.997,0.364,CV,808
4.204,3.587,-0.617,4.204,3.548,-0.656,4.204,3.678,-0.526,0.786,0.599,-0.187,CV,809
5.36,3.167,-2.193,5.36,3.432,-1.928,5.36,2.866,-2.494,2.038,2.645,0.607,CV,810
5,5.485,0.485,5,6.82,1.82,5,5.731,0.731,1.893,2.035,0.142,CV,811
1.95,2.51,0.56,1.95,2.171,0.221,1.95,2.547,0.597,1.64,2.128,0.488,CV,812
2.19,1.991,-0.199,2.19,1.805,-0.385,2.19,2.196,0.006,1.851,2.008,0.157,CV,813
3.874,3.747,-0.127,3.874,4.003,0.129,3.874,4.249,0.375,1.824,1.834,0.01,CV,814
7.26,6.117,-1.143,7.26,4.308,-2.952,7.26,6.668,-0.592,3.448,2.24,-1.208,CV,815
5,3.333,-1.667,5,3.106,-1.894,5,4.344,-0.656,1.935,2.383,0.448,CV,816
1.306,1.305,-0.001,1.306,1.058,-0.248,1.306,1.348,0.042,2.824,2.748,-0.076,CV,817
0.99,1.376,0.386,0.99,1.225,0.235,0.99,1.518,0.528,1.779,1.203,-0.576,CV,818
3.994,4.314,0.32,3.994,3.99,-0.004,3.994,4.208,0.214,2.108,1.834,-0.274,CV,819
3.8,4.565,0.765,3.8,4.295,0.495,3.8,4.362,0.562,2.801,3.21,0.409,CV,820
3.63,3.277,-0.353,3.63,3.596,-0.034,3.63,3.33,-0.3,2.936,3.248,0.312,CV,821
2.85,3.442,0.592,2.85,3.167,0.317,2.85,3.209,0.359,2.047,2.291,0.244,CV,822
2.868,2.317,-0.551,2.868,2.453,-0.415,2.868,2.454,-0.414,2.319,2.481,0.162,CV,823
3.25,2.709,-0.541,3.25,2.358,-0.892,3.25,2.736,-0.514,1.111,1.083,-0.028,CV,824
1.89,2.962,1.072,1.89,2.814,0.924,1.89,3.064,1.174,2.538,2.36,-0.178,CV,825
3.98,4.23,0.25,3.98,3.96,-0.02,3.98,4.231,0.251,2.548,2.781,0.233,CV,826
2.633,2.707,0.074,2.633,1.984,-0.649,2.633,2.68,0.047,2.35,2.628,0.278,CV,827
3.858,3.302,-0.556,3.858,3.361,-0.497,3.858,3.557,-0.301,2.5,2.693,0.193,CV,828
2.32,3.331,1.011,2.32,2.756,0.436,2.32,3.456,1.136,2.316,2.61,0.294,CV,829
7.76,6.062,-1.698,7.76,5.463,-2.297,7.76,6.315,-1.445,2.181,2.389,0.208,CV,830
2.243,2.069,-0.174,2.243,1.829,-0.414,2.243,2.143,-0.1,2.523,2.693,0.17,CV,831
3.652,3.443,-0.209,3.652,2.809,-0.843,3.652,3.662,0.01,2.568,2.775,0.207,CV,832
1.3,1.63,0.33,1.3,1.446,0.146,1.3,1.671,0.371,2.512,2.541,0.029,CV,833
2.275,2.021,-0.254,2.275,2.136,-0.139,2.275,2.032,-0.243,2.718,3.053,0.335,CV,834
2.426,2.658,0.232,2.426,2.129,-0.297,2.426,2.413,-0.013,2.363,2.541,0.178,CV,835
1.892,1.666,-0.226,1.892,1.694,-0.198,1.892,2.172,0.28,2.871,2.253,-0.618,CV,836
2,0.525,-1.475,2,-0.09,-2.09,2,0.259,-1.741,2.353,2.868,0.515,CV,837
3.84,4.431,0.591,3.84,3.918,0.078,3.84,4.278,0.438,2.582,2.4,-0.182,CV,838
2.07,2.495,0.425,2.07,2.151,0.081,2.07,2.55,0.48,2.717,3.852,1.135,CV,839
3.934,4.069,0.135,3.934,3.551,-0.383,3.934,4.098,0.164,3.58,4.179,0.599,CV,840
2.677,2.472,-0.205,2.677,2.171,-0.506,2.677,2.549,-0.128,2.577,2.481,-0.096,CV,841
1.46,2.297,0.837,1.46,2.035,0.575,1.46,2.291,0.831,2.331,2.476,0.145,CV,842
2.56,2.866,0.306,2.56,2.683,0.123,2.56,2.988,0.428,2.968,2.965,-0.003,CV,843
2.76,3.147,0.387,2.76,2.998,0.238,2.76,3.168,0.408,2.024,3.86,1.836,CV,844
3.76,2.315,-1.445,3.76,2.688,-1.072,3.76,2.46,-1.3,3.084,3.189,0.105,CV,845
4.18,3.552,-0.628,4.18,3.66,-0.52,4.18,3.369,-0.811,4.033,4.451,0.418,CV,846
1.6,1.612,0.012,1.6,1.773,0.173,1.6,1.623,0.023,3.022,2.786,-0.236,CV,847
5.245,4.853,-0.392,5.245,4.938,-0.307,5.245,4.752,-0.493,4.209,4.777,0.568,CV,848
4.56,3.907,-0.653,4.56,4.665,0.105,4.56,3.785,-0.775,2.51,2.03,-0.48,CV,849
2.24,3.349,1.109,2.24,2.905,0.665,2.24,3.188,0.948,2.94,3.466,0.526,CV,850
1.37,1.778,0.408,1.37,1.685,0.315,1.37,1.828,0.458,5.291,3.83,-1.461,CV,851
2.08,2.61,0.53,2.08,2.268,0.188,2.08,2.716,0.636,4.292,5.21,0.918,CV,852
3.75,4.094,0.344,3.75,3.868,0.118,3.75,3.817,0.067,2.79,5.36,2.57,CV,853
4.26,3.684,-0.576,4.26,3.765,-0.495,4.26,4.257,-0.003,3.343,2.829,-0.514,CV,854
2.16,3.074,0.914,2.16,2.72,0.56,2.16,2.673,0.513,2.986,3.221,0.235,CV,855
1.96,2.565,0.605,1.96,2.571,0.611,1.96,2.655,0.695,4.039,4.081,0.042,CV,856
5.26,4.444,-0.816,5.26,4.318,-0.942,5.26,4.873,-0.387,2.519,1.95,-0.569,CV,857
1.056,1.232,0.176,1.056,1.087,0.031,1.056,1.155,0.099,3.773,3.43,-0.343,CV,858
0.985,1.867,0.882,0.985,1.476,0.491,0.985,1.446,0.461,4.558,4.472,-0.086,CV,859
1.7,2.297,0.597,1.7,2.329,0.629,1.7,2.361,0.661,1.969,2.1,0.131,CV,860
2.71,3.109,0.399,2.71,2.797,0.087,2.71,2.956,0.246,2.099,0.7,-1.399,CV,861
1.51,2.62,1.11,1.51,2.507,0.997,1.51,2.682,1.172,2.23,2.48,0.25,CV,862
2.035,1.824,-0.211,2.035,1.681,-0.354,2.035,1.739,-0.296,2.278,1.9,-0.378,CV,863
1.214,2.099,0.885,1.214,1.718,0.504,1.214,1.875,0.661,1.924,1.53,-0.394,CV,864
2.683,2.753,0.07,2.683,3.018,0.335,2.683,2.752,0.069,2.143,1.9,-0.243,CV,865
3.21,2.8,-0.41,3.21,3.112,-0.098,3.21,2.984,-0.226,1.886,1.37,-0.516,CV,866
2.08,3.005,0.925,2.08,3.274,1.194,2.08,3.069,0.989,1.69,1.3,-0.39,CV,867
2.17,2.786,0.616,2.17,2.489,0.319,2.17,2.742,0.572,3.074,3.5,0.426,CV,868
4.369,3.274,-1.095,4.369,2.67,-1.699,4.369,4.099,-0.27,2.462,2.59,0.128,CV,869
1.5,2.399,0.899,1.5,2.144,0.644,1.5,2.34,0.84,5.868,3.21,-2.658,CV,870
4.043,4.018,-0.025,4.043,3.649,-0.394,4.043,3.816,-0.227,5.931,4.87,-1.061,CV,871
2.1,2.528,0.428,2.1,2.304,0.204,2.1,2.652,0.552,4.506,4.31,-0.196,CV,872
2.851,3.103,0.252,2.851,3.959,1.108,2.851,2.812,-0.039,5.484,5.37,-0.114,CV,873
2.61,2.446,-0.164,2.61,2.242,-0.368,2.61,2.381,-0.229,7.033,5.71,-1.323,CV,874
2.389,2.059,-0.33,2.389,2.07,-0.319,2.389,2.392,0.003,1.57,1.77,0.2,CV,875
4.56,4.547,-0.013,4.56,4.289,-0.271,4.56,4.394,-0.166,2.025,2.53,0.505,CV,876
5.64,4.316,-1.324,5.64,5.534,-0.106,5.64,4.258,-1.382,1.841,1.72,-0.121,CV,877
0.85,0.809,-0.041,0.85,0.948,0.098,0.85,0.673,-0.177,2.192,2.53,0.338,CV,878
2.46,2.879,0.419,2.46,3.154,0.694,2.46,2.843,0.383,1.502,1.44,-0.062,CV,879
6.431,5.814,-0.617,6.431,2.454,-3.977,6.431,6.405,-0.026,2.047,2.75,0.703,CV,880
3.58,3.139,-0.441,3.58,2.97,-0.61,3.58,2.98,-0.6,2.29,2.8,0.51,CV,881
2.77,2.973,0.203,2.77,3.26,0.49,2.77,2.926,0.156,2.786,3.73,0.944,CV,882
3.553,3.294,-0.259,3.553,4.032,0.479,3.553,3.237,-0.316,2.185,2.08,-0.105,CV,883
4.657,4.568,-0.089,4.657,4.896,0.239,4.657,4.782,0.125,3.116,2.25,-0.866,CV,884
2.035,1.838,-0.197,2.035,1.789,-0.246,2.035,1.904,-0.131,2.967,3.09,0.123,CV,885
2.373,3.156,0.783,2.373,3.37,0.997,2.373,2.967,0.594,3.211,2.01,-1.201,CV,886
2.318,1.999,-0.319,2.318,1.929,-0.389,2.318,2.122,-0.196,3.833,4.5,0.667,CV,887
2.7,3.306,0.606,2.7,2.705,0.005,2.7,3.199,0.499,6.157,4.06,-2.097,CV,888
2.411,2.896,0.485,2.411,2.63,0.219,2.411,2.808,0.397,0.828,0.3,-0.528,CV,889
1.3,1.69,0.39,1.3,1.399,0.099,1.3,1.518,0.218,1.285,1.51,0.225,CV,890
2.04,2.956,0.916,2.04,3.644,1.604,2.04,2.691,0.651,1.61,1.57,-0.04,CV,891
2.829,2.489,-0.34,2.829,2.284,-0.545,2.829,2.52,-0.309,0.989,0.56,-0.429,CV,892
2.28,1.964,-0.316,2.28,1.691,-0.589,2.28,1.896,-0.384,1.065,0.48,-0.585,CV,893
3.798,3.54,-0.258,3.798,3.057,-0.741,3.798,3.374,-0.424,-0.056,0.15,0.206,CV,894
2.17,2.665,0.495,2.17,2.611,0.441,2.17,2.752,0.582,1.448,0.99,-0.458,CV,895
2.42,2.357,-0.063,2.42,2.278,-0.142,2.42,2.695,0.275,3.295,2.63,-0.665,CV,896
2.334,2.561,0.227,2.334,2.354,0.02,2.334,2.467,0.133,2.953,3.3,0.347,CV,897
2.5,3.045,0.545,2.5,3.033,0.533,2.5,2.838,0.338,2.973,2.32,-0.653,CV,898
3.928,3.415,-0.513,3.928,2.641,-1.287,3.928,3.837,-0.091,2.339,1.55,-0.789,CV,899
3.118,2.853,-0.265,3.118,2.848,-0.27,3.118,2.774,-0.344,2.028,1.19,-0.838,CV,900
3.749,3.322,-0.427,3.749,3.802,0.053,3.749,3.525,-0.224,1.874,1.44,-0.434,CV,901
4.695,4.632,-0.063,4.695,6.147,1.452,4.695,4.868,0.173,2.726,2.004,-0.722,CV,902
5.95,5.236,-0.714,5.95,5.013,-0.937,5.95,5.226,-0.724,2.491,3.255,0.764,CV,903
2.454,2.312,-0.142,2.454,2.303,-0.151,2.454,2.3,-0.154,4.963,3.308,-1.655,CV,904
2.574,2.195,-0.379,2.574,1.974,-0.6,2.574,2.229,-0.345,2.415,2.079,-0.336,CV,905
2.367,2.036,-0.331,2.367,1.976,-0.391,2.367,2.135,-0.232,0.481,2.105,1.624,CV,906
2.5,2.854,0.354,2.5,2.611,0.111,2.5,2.868,0.368,3.407,4.093,0.686,CV,907
1.43,2.165,0.735,1.43,1.869,0.439,1.43,2.262,0.832,2.825,2.411,-0.414,CV,908
1.85,2.431,0.581,1.85,3.052,1.202,1.85,2.762,0.912,2.734,2.485,-0.249,CV,909
3.613,3.512,-0.101,3.613,3.562,-0.051,3.613,3.768,0.155,3.014,2.415,-0.599,CV,910
1.4,1.99,0.59,1.4,1.716,0.316,1.4,1.955,0.555,2.44,2.597,0.157,CV,911
4.16,5.655,1.495,4.16,6.136,1.976,4.16,5.471,1.311,3.725,2.939,-0.786,CV,912
1.214,1.278,0.064,1.214,1.064,-0.15,1.214,1.236,0.022,3.102,3.2,0.098,CV,913
2.66,2.223,-0.437,2.66,2.488,-0.172,2.66,2.337,-0.323,2.665,3,0.335,CV,914
2,2.497,0.497,2,2.514,0.514,2,2.5,0.5,5.62,6.1,0.48,CV,915
5,4.589,-0.411,5,5.36,0.36,5,4.405,-0.595,3.595,3.2,-0.395,CV,916
0.398,1.1,0.702,0.398,0.993,0.595,0.398,1.1,0.702,1.273,1.486,0.213,CV,917
2.933,3.844,0.911,2.933,3.844,0.911,2.933,3.565,0.632,1.715,0.79,-0.925,CV,918
3.83,5.118,1.288,3.83,4.912,1.082,3.83,5.121,1.291,1.916,2.541,0.625,CV,919
5.87,6.74,0.87,5.87,6.208,0.338,5.87,6.572,0.702,2.348,2.362,0.014,CV,920
3.09,2.77,-0.32,3.09,3.401,0.311,3.09,2.41,-0.68,0.885,0.267,-0.618,CV,921
2.895,2.618,-0.277,2.895,2.165,-0.73,2.895,2.691,-0.204,1.157,1.513,0.356,CV,922
3,3.228,0.228,3,2.462,-0.538,3,3.146,0.146,2.147,2.612,0.465,CV,923
1.6,1.974,0.374,1.6,2.017,0.417,1.6,1.983,0.383,2.16,2.519,0.359,CV,924
3.096,3.169,0.073,3.096,3.483,0.387,3.096,2.907,-0.189,2.704,2.949,0.245,CV,925
6.1,5.465,-0.635,6.1,7.121,1.021,6.1,5.351,-0.749,1.012,0.877,-0.135,CV,926
4.92,4.592,-0.328,4.92,7.401,2.481,4.92,4.923,0.003,1.839,2.106,0.267,CV,927
2.22,2.802,0.582,2.22,2.653,0.433,2.22,2.621,0.401,1.76,1.888,0.128,CV,928
2.965,2.744,-0.221,2.965,2.773,-0.192,2.965,2.788,-0.177,2.909,3.009,0.1,CV,929
1.6,1.331,-0.269,1.6,1.49,-0.11,1.6,1.456,-0.144,0.986,0.398,-0.588,CV,930
3.27,2.667,-0.603,3.27,2.328,-0.942,3.27,2.828,-0.442,1.96,2.177,0.217,CV,931
1.9,2.131,0.231,1.9,2.018,0.118,1.9,2.258,0.358,2.059,2.438,0.379,CV,932
4.06,2.158,-1.902,4.06,2.351,-1.709,4.06,2.191,-1.869,2.013,1.595,-0.418,CV,933
2.938,2.162,-0.776,2.938,2.175,-0.763,2.938,2.334,-0.604,2.012,2.09,0.078,CV,934
2.443,2.095,-0.348,2.443,2.204,-0.239,2.443,2.206,-0.237,2.41,2.42,0.01,CV,935
0.79,1.814,1.024,0.79,1.706,0.916,0.79,1.935,1.145,2.451,2.42,-0.031,CV,936
2.639,2.176,-0.463,2.639,2.296,-0.343,2.639,2.301,-0.338,2.332,2.612,0.28,CV,937
2.14,1.262,-0.878,2.14,1.412,-0.728,2.14,1.111,-1.029,1.918,1.709,-0.209,CV,938
2.28,2.245,-0.035,2.28,2.198,-0.082,2.28,2.181,-0.099,0.72,0.441,-0.279,CV,939
1.464,1.61,0.146,1.464,1.163,-0.301,1.464,1.608,0.144,2.67,2.9,0.23,CV,940
3.977,4.133,0.156,3.977,5.113,1.136,3.977,3.608,-0.369,2.985,3.444,0.459,CV,941
2.285,2.112,-0.173,2.285,2.003,-0.282,2.285,2.173,-0.112,0.856,-0.282,-1.138,CV,942
1.9,2.385,0.485,1.9,2.371,0.471,1.9,2.297,0.397,1.731,1.829,0.098,CV,943
2.47,2.846,0.376,2.47,2.746,0.276,2.47,2.904,0.434,1.887,1.589,-0.298,CV,944
3.3,2.977,-0.323,3.3,2.728,-0.572,3.3,2.973,-0.327,2.187,2.933,0.746,CV,945
1.96,2.393,0.433,1.96,2.241,0.281,1.96,2.284,0.324,2.935,3.684,0.749,CV,946
4,4.046,0.046,4,2.766,-1.234,4,4.211,0.211,2.011,2.574,0.563,CV,947
2.111,2.099,-0.012,2.111,2.175,0.064,2.111,2.128,0.017,2.01,1.93,-0.08,CV,948
2.182,2.287,0.105,2.182,2.35,0.168,2.182,2.346,0.164,2.08,1.97,-0.11,CV,949
2.6,2.759,0.159,2.6,2.73,0.13,2.6,2.814,0.214,2.369,2.454,0.085,CV,950
0.97,1.433,0.463,0.97,1.711,0.741,0.97,1.58,0.61,3.244,3.749,0.505,CV,951
2.775,2.531,-0.244,2.775,2.467,-0.308,2.775,2.502,-0.273,2.262,2.11,-0.152,CV,952
3.096,2.242,-0.854,3.096,2.543,-0.553,3.096,2.669,-0.427,2.837,2.46,-0.377,CV,953
2.37,1.894,-0.476,2.37,1.774,-0.596,2.37,1.974,-0.396,2.405,2.906,0.501,CV,954
3.27,3.268,-0.002,3.27,3.232,-0.038,3.27,3.385,0.115,2.614,2.324,-0.29,CV,955
2.093,2.483,0.39,2.093,2.345,0.252,2.093,2.29,0.197,2.71,3.281,0.571,CV,956
3.63,4.101,0.471,3.63,3.815,0.185,3.63,3.889,0.259,2.582,2.666,0.084,CV,957
5.239,5.666,0.427,5.239,5.269,0.03,5.239,5.72,0.481,2.372,2.4,0.028,CV,958
1.7,2.01,0.31,1.7,2.167,0.467,1.7,2.156,0.456,2.32,2.536,0.216,CV,959
2.08,2.797,0.717,2.08,3.219,1.139,2.08,2.703,0.623,2.269,2.568,0.299,CV,960
2.83,2.526,-0.304,2.83,2.537,-0.293,2.83,2.489,-0.341,1.992,2.443,0.451,CV,961
2.243,2.633,0.39,2.243,2.355,0.112,2.243,2.719,0.476,2.467,2.4,-0.067,CV,962
2.574,2.015,-0.559,2.574,2.115,-0.459,2.574,2.061,-0.513,2.35,3.76,1.41,CV,963
2.188,1.983,-0.205,2.188,1.873,-0.315,2.188,2.015,-0.173,2.38,3.76,1.38,CV,964
1.421,1.654,0.233,1.421,1.26,-0.161,1.421,1.572,0.151,0.806,1.513,0.707,CV,965
2.7,2.282,-0.418,2.7,2.18,-0.52,2.7,2.306,-0.394,2.886,2.895,0.009,CV,966
1.98,1.949,-0.031,1.98,1.997,0.017,1.98,2.283,0.303,2.619,2.802,0.183,CV,967
3.809,3.059,-0.75,3.809,3.688,-0.121,3.809,3.099,-0.71,3.494,3.825,0.331,CV,968
2.645,2.373,-0.272,2.645,2.595,-0.05,2.645,2.419,-0.226,3.327,3.738,0.411,CV,969
5.37,5.39,0.02,5.37,5.328,-0.042,5.37,5.356,-0.014,3.234,3.553,0.319,CV,970
5,4.513,-0.487,5,4.369,-0.631,5,4.626,-0.374,1.829,1.72,-0.109,CV,971
2.628,1.829,-0.799,2.628,2.2,-0.428,2.628,2.362,-0.266,3.233,3.602,0.369,CV,972
3.6,3.234,-0.366,3.6,2.431,-1.169,3.6,3.27,-0.33,5.093,3.83,-1.263,CV,973
4.505,4.746,0.241,4.505,4.924,0.419,4.505,4.652,0.147,5.046,4.804,-0.242,CV,974
2.753,2.396,-0.357,2.753,2.253,-0.5,2.753,2.353,-0.4,4.472,5,0.528,CV,975
3.629,4.025,0.396,3.629,3.596,-0.033,3.629,3.816,0.187,3.401,2.976,-0.425,CV,976
2.74,2.397,-0.343,2.74,2.245,-0.495,2.74,2.261,-0.479,3.285,3.439,0.154,CV,977
2.019,2.031,0.012,2.019,2.027,0.008,2.019,1.96,-0.059,3.2,3.107,-0.093,CV,978
3.46,0.297,-3.163,3.46,0.14,-3.32,3.46,-0.002,-3.462,3.055,3.537,0.482,CV,979
3.123,2.631,-0.492,3.123,2.975,-0.148,3.123,2.808,-0.315,4.459,4.173,-0.286,CV,980
1.9,2.587,0.687,1.9,2.212,0.312,1.9,2.402,0.502,2.032,2.04,0.008,CV,981
3.352,3.125,-0.227,3.352,3.152,-0.2,3.352,3.247,-0.105,4.948,5.375,0.427,CV,982
4.14,3.168,-0.972,4.14,8.343,4.203,4.14,2.767,-1.373,4.898,4.315,-0.583,CV,983
4.804,4.587,-0.217,4.804,5.005,0.201,4.804,4.425,-0.379,3.671,4.79,1.119,CV,984
1.121,1.014,-0.107,1.121,1.121,0,1.121,1.02,-0.101,2.981,3.874,0.893,CV,985
1.6,1.613,0.013,1.6,1.816,0.216,1.6,1.848,0.248,3.35,4.369,1.019,CV,986
2.612,2.285,-0.327,2.612,2.334,-0.278,2.612,2.452,-0.16,4.931,3.19,-1.741,CV,987
2.383,1.69,-0.693,2.383,1.946,-0.437,2.383,1.875,-0.508,1.8,1.3,-0.5,CV,988
2.035,1.726,-0.309,2.035,1.777,-0.258,2.035,1.755,-0.28,3.281,2.59,-0.691,CV,989
3.51,3.609,0.099,3.51,3.897,0.387,3.51,3.61,0.1,2.141,1.7,-0.441,CV,990
4.081,4.019,-0.062,4.081,3.817,-0.264,4.081,3.96,-0.121,4.897,4.08,-0.817,CV,991
3.92,4.019,0.099,3.92,4.157,0.237,3.92,3.894,-0.026,4.415,4.92,0.505,CV,992
2.26,2.431,0.171,2.26,2.016,-0.244,2.26,2.349,0.089,2.591,2.6,0.009,CV,993
3.86,2.222,-1.638,3.86,2.087,-1.773,3.86,2.181,-1.679,2.416,2.74,0.324,CV,994
2.737,2.546,-0.191,2.737,2.684,-0.053,2.737,2.581,-0.156,2.613,2.7,0.087,CV,995
3.76,2.468,-1.292,3.76,2.568,-1.192,3.76,2.476,-1.284,3.951,4,0.049,CV,996
2.873,2.487,-0.386,2.873,2.98,0.107,2.873,2.623,-0.25,3.098,3.6,0.502,CV,997
3.553,3.088,-0.465,3.553,3.69,0.137,3.553,3.144,-0.409,4.026,4.03,0.004,CV,998
1.56,1.76,0.2,1.56,1.624,0.064,1.56,1.725,0.165,2.966,2.6,-0.366,CV,999
5,4.393,-0.607,5,4.187,-0.813,5,4.521,-0.479,2.83,2.2,-0.63,CV,1000
4.364,5.353,0.989,4.364,4.733,0.369,4.364,5.362,0.998,3.173,3.7,0.527,CV,1001
2.657,2.254,-0.403,2.657,1.985,-0.672,2.657,2.291,-0.366,4.151,3.27,-0.881,CV,1002
2.519,2.194,-0.325,2.519,2.477,-0.042,2.519,2.431,-0.088,4.276,4.23,-0.046,CV,1003
2.465,2.227,-0.238,2.465,2.417,-0.048,2.465,2.335,-0.13,5.443,6.1,0.657,CV,1004
3.009,2.858,-0.151,3.009,3.275,0.266,3.009,2.739,-0.27,2.257,1.86,-0.397,CV,1005
3.31,2.895,-0.415,3.31,3.325,0.015,3.31,2.999,-0.311,1.694,1.56,-0.134,CV,1006
1.513,1.155,-0.358,1.513,1.567,0.054,1.513,1.286,-0.227,1.794,1.29,-0.504,CV,1007
1.72,1.761,0.041,1.72,1.66,-0.06,1.72,1.75,0.03,1.979,2.6,0.621,CV,1008
1.96,2.729,0.769,1.96,2.746,0.786,1.96,2.77,0.81,1.28,1.45,0.17,CV,1009
3.48,2.284,-1.196,3.48,1.786,-1.694,3.48,2.092,-1.388,1.46,1.93,0.47,CV,1010
2.585,1.93,-0.655,2.585,2.149,-0.436,2.585,2.067,-0.518,1.796,1.45,-0.346,CV,1011
2.18,2.633,0.453,2.18,2.12,-0.06,2.18,2.824,0.644,3.208,2.7,-0.508,CV,1012
2.465,2.339,-0.126,2.465,2.379,-0.086,2.465,2.509,0.044,2.149,2.04,-0.109,CV,1013
